Rank,Title,Link,Author,Aborn,Adeath,Translator,Tborn,Tdeath,Subject,Language
688,El árbol de la ciencia: novela (Spanish),https://www.gutenberg.org//ebooks/60464,"Baroja, Pío",1872,1956,,,,"['Physicians -- Fiction', 'Madrid (Spain) -- Fiction', 'Spain -- Fiction', 'Medical students -- Fiction', 'Spanish fiction -- 20th century']",Spanish
867,The Woman in Black,https://www.gutenberg.org//ebooks/21854,"Bentley, E. C. (Edmund Clerihew)",1875,1956,,,,"['Detective and mystery stories', 'Trent, Philip (Fictitious character) -- Fiction']",English
92,Winnie-the-Pooh,https://www.gutenberg.org//ebooks/67098,"Milne, A. A. (Alan Alexander)",1882,1956,,,,"['Animals -- Juvenile fiction', 'Toys -- Juvenile fiction', 'Teddy bears -- Juvenile fiction', 'Winnie-the-Pooh (Fictitious character) -- Juvenile fiction', 'Piglet (Fictitious character) -- Juvenile fiction', 'Eeyore (Fictitious character) -- Juvenile fiction', 'Christopher Robin (Fictitious character) -- Juvenile fiction']",English
777,The house at Pooh Corner,https://www.gutenberg.org//ebooks/73011,"Milne, A. A. (Alan Alexander)",1882,1956,,,,"['Animals -- Juvenile fiction', 'Toys -- Juvenile fiction', 'Teddy bears -- Juvenile fiction', 'Winnie-the-Pooh (Fictitious character) -- Juvenile fiction', 'Piglet (Fictitious character) -- Juvenile fiction', 'Eeyore (Fictitious character) -- Juvenile fiction', 'Christopher Robin (Fictitious character) -- Juvenile fiction']",English
849,Now we are six,https://www.gutenberg.org//ebooks/70516,"Milne, A. A. (Alan Alexander)",1882,1956,,,,"[""Children's poetry, English""]",English
516,The Practice and Science of Drawing,https://www.gutenberg.org//ebooks/14264,"Speed, Harold",1873,1957,,,,['Drawing'],English
967,The road to glory,https://www.gutenberg.org//ebooks/74621,"Powell, E. Alexander (Edward Alexander)",1879,1957,,,,"['Texas -- History -- Revolution, 1835-1836', 'Creek War, 1813-1814', 'Whitman, Marcus, 1802-1847', ""Doniphan's Expedition, 1846-1847"", 'United States Naval Expedition to Japan (1852-1854)', 'Tippecanoe, Battle of, Ind., 1811', 'Qualla Battoo, Sumatra, Attack on, 1832', 'Mexico -- History -- Wars of Independence, 1810-1821']",English
965,Principia Ethica,https://www.gutenberg.org//ebooks/53430,"Moore, G. E. (George Edward)",1873,1958,,,,['Ethics'],English
590,The Marching Morons,https://www.gutenberg.org//ebooks/51233,"Kornbluth, C. M. (Cyril M.)",1923,1958,,,,['Science fiction'],English
835,Wind of destiny,https://www.gutenberg.org//ebooks/74696,"Porter, Sara Lindsay Coleman",1868,1959,,,,"['Authors -- Fiction', 'Man-woman relationships -- Fiction', 'Henry, O., 1862-1910 -- Correspondence']",English
552,Etiquette,https://www.gutenberg.org//ebooks/14314,"Post, Emily",1872,1960,,,,['Etiquette'],English
310,The Sun Also Rises,https://www.gutenberg.org//ebooks/67138,"Hemingway, Ernest",1899,1961,,,,"['Americans -- France -- Fiction', 'Americans -- Spain -- Fiction', 'Ashley, Brett (Fictitious character) -- Fiction', 'Expatriation -- Fiction', 'Spain -- History -- Alfonso XIII, 1886-1931 -- Fiction']",English
898,Men without women,https://www.gutenberg.org//ebooks/69683,"Hemingway, Ernest",1899,1961,,,,"['Short stories, American', 'American fiction -- 20th century', 'Adams, Nick (Fictitious character) -- Fiction']",English
334,Daddy Takes Us to the Garden,https://www.gutenberg.org//ebooks/14859,"Garis, Howard Roger",1873,1962,,,,"['Fathers -- Juvenile fiction', 'Gardens -- Juvenile fiction']",English
172,Siddhartha,https://www.gutenberg.org//ebooks/2500,"Hesse, Hermann",1877,1962,,,,"['Gautama Buddha -- Fiction', 'India -- Social life and customs -- Fiction', 'Spiritual life -- Fiction', 'Self-realization -- Fiction', 'Buddhism -- Fiction', 'Buddhist philosophy -- Fiction', 'Brahmans -- Fiction', 'India -- Religion -- Fiction']",English
793,Siddhartha: eine indische Dichtung (German),https://www.gutenberg.org//ebooks/2499,"Hesse, Hermann",1877,1962,,,,"['Gautama Buddha -- Fiction', 'India -- Social life and customs -- Fiction', 'Spiritual life -- Fiction', 'Self-realization -- Fiction', 'Buddhism -- Fiction', 'Buddhist philosophy -- Fiction', 'Brahmans -- Fiction', 'India -- Religion -- Fiction']",German
856,Demian,https://www.gutenberg.org//ebooks/74222,"Hesse, Hermann",1877,1962,,,,"['Bildungsromans', 'Young men -- Germany -- Fiction', 'Germany -- Social conditions -- 1918-1933 -- Fiction']",English
41,The Souls of Black Folk,https://www.gutenberg.org//ebooks/408,"Du Bois, W. E. B. (William Edward Burghardt)",1868,1963,,,,['African Americans'],English
468,Darkwater: Voices from Within the Veil,https://www.gutenberg.org//ebooks/15210,"Du Bois, W. E. B. (William Edward Burghardt)",1868,1963,,,,"['African Americans', 'United States -- Race relations']",English
764,The Suppression of the African Slave Trade to the United States of America,https://www.gutenberg.org//ebooks/17700,"Du Bois, W. E. B. (William Edward Burghardt)",1868,1963,,,,['Slave trade -- United States -- History'],English
285,The Pursuit of God,https://www.gutenberg.org//ebooks/25141,"Tozer, A. W. (Aiden Wilson)",1897,1963,,,,"['God (Christianity) -- Worship and love', 'Spirituality']",English
527,The Moon and Sixpence,https://www.gutenberg.org//ebooks/222,"Maugham, W. Somerset (William Somerset)",1874,1965,,,,"['England -- Fiction', 'Psychological fiction', 'Painters -- Fiction', 'Tahiti (French Polynesia : Island) -- Fiction']",English
682,羹 (Japanese),https://www.gutenberg.org//ebooks/36459,"Tanizaki, Jun'ichiro",1886,1965,,,,['Fiction'],Japanese
594,The Waste Land,https://www.gutenberg.org//ebooks/1321,"Eliot, T. S. (Thomas Stearns)",1888,1965,,,,"['Poetry', 'Prose poems']",English
997,Psychological Warfare,https://www.gutenberg.org//ebooks/48612,"Linebarger, Paul Myron Anthony",1913,1966,,,,['Psychological warfare'],English
974,The Great Illusion,https://www.gutenberg.org//ebooks/38535,"Angell, Norman",1874,1967,,,,"['War', 'Disarmament', 'Imperialism', 'War, Cost of', 'Commercial policy']",English
550,Cane,https://www.gutenberg.org//ebooks/60093,"Toomer, Jean",1894,1967,,,,"['African Americans -- Fiction', 'Southern States -- Fiction']",English
162,The Jungle,https://www.gutenberg.org//ebooks/140,"Sinclair, Upton",1878,1968,,,,"['Meat industry and trade -- Fiction', 'Working class -- Fiction', 'Political fiction', 'Lithuanian Americans -- Fiction', 'Stockyards -- Fiction', 'Immigrants -- Fiction', 'Chicago (Ill.) -- Fiction']",English
632,"The Story of My Life",https://www.gutenberg.org//ebooks/2397,"Keller, Helen",1880,1968,,,,"['Keller, Helen, 1880-1968', 'Deafblind women -- United States -- Biography']",English
426,Scrambled eggs,https://www.gutenberg.org//ebooks/74733,"Mackall, Lawton",1888,1968,,,,"['Satire', 'Humorous stories', 'Poultry -- Fiction']",English
97,The Problems of Philosophy,https://www.gutenberg.org//ebooks/5827,"Russell, Bertrand",1872,1970,,,,"['Knowledge, Theory of', 'Metaphysics', 'Philosophy -- Introductions']",English
731,The Analysis of Mind,https://www.gutenberg.org//ebooks/2529,"Russell, Bertrand",1872,1970,,,,"['Psychology', 'Consciousness', 'Knowledge, Theory of']",English
10,A Room with a View,https://www.gutenberg.org//ebooks/2641,"Forster, E. M. (Edward Morgan)",1879,1970,,,,"['Humorous stories', 'England -- Fiction', 'Young women -- Fiction', 'British -- Italy -- Fiction', 'Florence (Italy) -- Fiction']",English
372,A passage to India,https://www.gutenberg.org//ebooks/61221,"Forster, E. M. (Edward Morgan)",1879,1970,,,,"['Political fiction', 'British -- India -- Fiction', 'Race relations -- Fiction', 'India -- Social conditions -- 20th century -- Fiction']",English
617,Howards End,https://www.gutenberg.org//ebooks/2946,"Forster, E. M. (Edward Morgan)",1879,1970,,,,"['Inheritance and succession -- Fiction', 'England -- Fiction', 'Sisters -- Fiction', 'Domestic fiction', 'Country homes -- Fiction', 'Illegitimate children -- Fiction', 'Social classes -- Fiction', 'Remarried people -- Fiction']",English
601,"Paris :  or, the future of war",https://www.gutenberg.org//ebooks/74631,"Liddell Hart, Basil Henry, Sir",1895,1970,,,,"['Military art and science', 'War']",English
851,The Aboriginal Population of the North Coast of California,https://www.gutenberg.org//ebooks/33812,"Cook, Sherburne Friend",1896,1974,,,,"['Indians of North America -- California', 'Indians of North America -- Statistics']",English
940,"Right Ho, Jeeves",https://www.gutenberg.org//ebooks/10554,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,,,,"['Humorous stories', 'England -- Fiction', 'Wooster, Bertie (Fictitious character) -- Fiction', 'Jeeves (Fictitious character) -- Fiction', 'Single men -- Fiction', 'Valets -- Fiction']",English
113,The First Book of Adam and Eve,https://www.gutenberg.org//ebooks/398,"Platt, Rutherford Hayes",1894,1975,,,,"['Apocryphal books (Old Testament)', 'Adam (Biblical figure)', 'Eve (Biblical figure)']",English
120,The murder of Roger Ackroyd,https://www.gutenberg.org//ebooks/69087,"Christie, Agatha",1890,1976,,,,"['Private investigators -- England -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Belgians -- England -- Fiction', 'Poirot, Hercule (Fictitious character) -- Fiction']",English
271,The Mysterious Affair at Styles,https://www.gutenberg.org//ebooks/863,"Christie, Agatha",1890,1976,,,,"['Private investigators -- England -- Fiction', 'Detective and mystery stories', 'Belgians -- England -- Fiction', 'Poirot, Hercule (Fictitious character) -- Fiction']",English
414,Poirot Investigates,https://www.gutenberg.org//ebooks/61262,"Christie, Agatha",1890,1976,,,,"['Private investigators -- England -- Fiction', 'Detective and mystery stories, English', 'Belgians -- England -- Fiction', 'Poirot, Hercule (Fictitious character) -- Fiction']",English
525,The Murder on the Links,https://www.gutenberg.org//ebooks/58866,"Christie, Agatha",1890,1976,,,,"['Private investigators -- England -- Fiction', 'Detective and mystery stories', 'Poirot, Hercule (Fictitious character) -- Fiction']",English
672,The mystery of the Blue Train,https://www.gutenberg.org//ebooks/72824,"Christie, Agatha",1890,1976,,,,"['Private investigators -- England -- Fiction', 'Detective and mystery stories', 'Jewelry theft -- Fiction', 'Poirot, Hercule (Fictitious character) -- Fiction', 'Railroad travel -- France -- Fiction', 'Married women -- Crimes against -- Fiction', 'Rich people -- Crimes against -- Fiction']",English
818,The Secret Adversary,https://www.gutenberg.org//ebooks/1155,"Christie, Agatha",1890,1976,,,,"['Private investigators -- England -- Fiction', 'Detective and mystery stories', 'Domestic fiction', 'Married people -- Fiction', 'Missing persons -- Fiction', 'Beresford, Tommy (Fictitious character) -- Fiction', 'Beresford, Tuppence (Fictitious character) -- Fiction']",English
899,The Man in the Brown Suit,https://www.gutenberg.org//ebooks/61168,"Christie, Agatha",1890,1976,,,,"['South Africa -- Fiction', 'Detective and mystery stories', 'London (England) -- Fiction', 'Murder -- Investigation -- Fiction', 'Women adventurers -- Fiction']",English
918,The Big Four,https://www.gutenberg.org//ebooks/70114,"Christie, Agatha",1890,1976,,,,"['Private investigators -- England -- Fiction', 'Detective and mystery stories, English', 'Murder -- Investigation -- Fiction', 'Poirot, Hercule (Fictitious character) -- Fiction', 'Mystery fiction', 'Secret societies -- Fiction']",English
526,A land-girl's love story,https://www.gutenberg.org//ebooks/74644,"Ruck, Berta",1878,1978,,,,"['War stories', 'Love stories', 'World War, 1914-1918 -- Great Britain -- Fiction', ""Women's Land Army (Great Britain) -- Fiction""]",English
