Rank,Title,Link,Author,Aborn,Adeath,Translator,Tborn,Tdeath,Subject,Language
910,"Travels in Eastern Africa, volume 1 (of 2) :  with the narrative of a residence in Mozambique",https://www.gutenberg.org//ebooks/74675,"McLeod, Lyons",,1893,,,,"['Africa, East -- Description and travel', 'Mozambique -- Description and travel', 'McLeod, Lyons, -1893']",English
132,Struwwelpeter: Merry Stories and Funny Pictures,https://www.gutenberg.org//ebooks/12116,"Hoffmann, Heinrich",1809,1894,,,,"['Children -- Conduct of life -- Juvenile fiction', 'Stories in rhyme', 'Behavior -- Fiction', ""Children's stories, German -- Translations into English"", 'Picture books for children', ""Children's poetry, German -- Translations into English""]",English
296,Der Struwwelpeter (German),https://www.gutenberg.org//ebooks/24571,"Hoffmann, Heinrich",1809,1894,,,,"['Children -- Conduct of life -- Juvenile fiction', 'Stories in rhyme', 'Behavior -- Fiction', 'Picture books for children', ""Children's poetry, German"", ""Children's stories, German""]",German
625,The Knights of St. John :  with the Battle of Lepanto and Siege of   Vienna,https://www.gutenberg.org//ebooks/74632,"Drane, Augusta Theodosia",1823,1894,,,,"['Knights of Malta', 'Vienna (Austria) -- History -- Siege, 1683', 'Lepanto, Battle of, Greece, 1571']",English
577,Folk-Tales of Bengal,https://www.gutenberg.org//ebooks/38488,"Day, Lal Behari",1826,1894,,,,"['Tales -- India -- Bengal', 'Bengali (South Asian people) -- Folklore']",English
28,The Strange Case of Dr. Jekyll and Mr. Hyde,https://www.gutenberg.org//ebooks/43,"Stevenson, Robert Louis",1850,1894,,,,"['Science fiction', 'Horror tales', 'London (England) -- Fiction', 'Physicians -- Fiction', 'Psychological fiction', 'Self-experimentation in medicine -- Fiction', 'Multiple personality -- Fiction']",English
103,Treasure Island,https://www.gutenberg.org//ebooks/120,"Stevenson, Robert Louis",1850,1894,,,,"['Sea stories', 'Pirates -- Fiction', 'Treasure troves -- Fiction', 'Treasure Island (Imaginary place) -- Fiction']",English
202,The Strange Case of Dr. Jekyll and Mr. Hyde,https://www.gutenberg.org//ebooks/42,"Stevenson, Robert Louis",1850,1894,,,,"['Science fiction', 'Horror tales', 'London (England) -- Fiction', 'Physicians -- Fiction', 'Psychological fiction', 'Self-experimentation in medicine -- Fiction', 'Multiple personality -- Fiction']",English
458,Kidnapped,https://www.gutenberg.org//ebooks/421,"Stevenson, Robert Louis",1850,1894,,,,"['Historical fiction', 'Scotland -- History -- 18th century -- Fiction', 'Adventure and adventurers -- Fiction', 'Kidnapping -- Fiction']",English
649,A Child's Garden of Verses,https://www.gutenberg.org//ebooks/25609,"Stevenson, Robert Louis",1850,1894,,,,"[""Children's poetry, English""]",English
46,"Narrative of the Life of Frederick Douglass, an American Slave",https://www.gutenberg.org//ebooks/23,"Douglass, Frederick",1818,1895,,,,"['Douglass, Frederick, 1818-1895', 'African American abolitionists -- Biography', 'Abolitionists -- United States -- Biography', 'Enslaved persons -- United States -- Biography']",English
391,My Bondage and My Freedom,https://www.gutenberg.org//ebooks/202,"Douglass, Frederick",1818,1895,,,,"['Douglass, Frederick, 1818-1895', 'Enslaved persons -- Maryland -- Social conditions -- 19th century', 'African American abolitionists -- Biography', 'Abolitionists -- United States -- Biography', 'Antislavery movements -- United States -- History -- 19th century', 'Fugitive slaves -- Maryland -- Biography', 'Plantation life -- Maryland -- History -- 19th century']",English
185,The Communist Manifesto,https://www.gutenberg.org//ebooks/61,"Engels, Friedrich",1820,1895,,,,"['Socialism', 'Communism']",English
876,Manifesto of the Communist Party,https://www.gutenberg.org//ebooks/31193,"Engels, Friedrich",1820,1895,,,,"['Socialism', 'Communism']",English
906,Venus in Furs,https://www.gutenberg.org//ebooks/6852,"Sacher-Masoch, Leopold, Ritter von",1835,1895,"Savage, Fernanda",,,"['Erotic stories', 'Sadomasochism -- Fiction']",English
153,Uncle Tom's Cabin,https://www.gutenberg.org//ebooks/203,"Stowe, Harriet Beecher",1811,1896,,,,"['Slavery -- Fiction', 'Didactic fiction', 'Political fiction', 'Master and servant -- Fiction', 'African Americans -- Fiction', 'Southern States -- Fiction', 'Fugitive slaves -- Fiction', 'Plantation life -- Fiction', 'Uncle Tom (Fictitious character) -- Fiction', 'Enslaved persons -- Fiction']",English
339,The Angel in the House,https://www.gutenberg.org//ebooks/4099,"Patmore, Coventry",1823,1896,,,,"['Husband and wife -- Poetry', 'Women -- Conduct of life -- Poetry', 'Marriage -- Poetry']",English
694,The black ship: with other allegories and parables,https://www.gutenberg.org//ebooks/74714,"Charles, Elizabeth Rundle",1828,1896,,,,"['Sunday school literature', 'Allegories -- Juvenile literature', 'Parables -- Juvenile literature']",English
830,One Hundred Proofs That the Earth Is Not a Globe,https://www.gutenberg.org//ebooks/55387,"Carpenter, William",1830,1896,,,,['Earth (Planet) -- Miscellanea'],English
90,The Philippines a Century Hence,https://www.gutenberg.org//ebooks/35899,"Rizal, José",1861,1896,"Derbyshire, Charles E.",,,['Philippines'],English
121,The Reign of Greed,https://www.gutenberg.org//ebooks/10676,"Rizal, José",1861,1896,"Derbyshire, Charles E.",,,"['Philippine fiction (Spanish) -- Translations into English', 'Nationalists -- Philippines -- Fiction', 'Philippines -- History -- Fiction']",English
175,The Social Cancer: A Complete English Version of Noli Me Tangere,https://www.gutenberg.org//ebooks/6737,"Rizal, José",1861,1896,"Derbyshire, Charles E.",,,"['Historical fiction', 'Philippines -- History -- 1812-1898 -- Fiction']",English
224,Mi Ultimo Adiós (Spanish),https://www.gutenberg.org//ebooks/18600,"Rizal, José",1861,1896,,,,['Poetry'],Spanish
407,"Ang Liham ni Dr. Jose Rizal sa mga Kadalagahan sa Malolos, Bulakan (Tagalog)",https://www.gutenberg.org//ebooks/17116,"Rizal, José",1861,1896,,,,"['Rizal, José, 1861-1896 -- Correspondence']",Tagalog
529,Rizal's own story of his life,https://www.gutenberg.org//ebooks/48438,"Rizal, José",1861,1896,,,,"['Rizal, José, 1861-1896', 'Philippines -- Biography']",English
680,The Indolence of the Filipino,https://www.gutenberg.org//ebooks/6885,"Rizal, José",1861,1896,"Derbyshire, Charles E.",,,['Philippines -- Social conditions'],English
99,"Incidents in the Life of a Slave Girl, Written by Herself",https://www.gutenberg.org//ebooks/11030,"Jacobs, Harriet A. (Harriet Ann)",1813,1897,,,,"['Enslaved women -- United States -- Biography', 'Enslaved persons -- United States -- Biography', 'Enslaved persons -- United States -- Social conditions', 'Jacobs, Harriet A. (Harriet Ann), 1813-1897']",English
554,"Soeur Thérèse de l'Enfant-Jésus et de la Sainte Face (French)",https://www.gutenberg.org//ebooks/36708,"Thérèse, de Lisieux, Saint",1873,1897,,,,"['Thérèse, de Lisieux, Saint, 1873-1897', 'Christian saints -- France -- Lisieux -- Biography', 'Lisieux (France) -- Biography']",French
7,Alice's Adventures in Wonderland,https://www.gutenberg.org//ebooks/11,"Carroll, Lewis",1832,1898,,,,"['Fantasy fiction', ""Children's stories"", 'Imaginary places -- Juvenile fiction', 'Alice (Fictitious character from Carroll) -- Juvenile fiction']",English
111,Through the Looking-Glass,https://www.gutenberg.org//ebooks/12,"Carroll, Lewis",1832,1898,,,,"['Fantasy fiction', ""Children's stories"", 'Imaginary places -- Juvenile fiction', 'Alice (Fictitious character from Carroll) -- Juvenile fiction']",English
304,Alice's Adventures in Wonderland,https://www.gutenberg.org//ebooks/19033,"Carroll, Lewis",1832,1898,,,,"['Fantasy fiction', ""Children's stories"", 'Imaginary places -- Juvenile fiction', 'Alice (Fictitious character from Carroll) -- Juvenile fiction']",English
824,Alice's Adventures in Wonderland,https://www.gutenberg.org//ebooks/28885,"Carroll, Lewis",1832,1898,,,,"['Fantasy fiction', ""Children's stories"", 'Imaginary places -- Juvenile fiction', 'Alice (Fictitious character from Carroll) -- Juvenile fiction']",English
499,"A knight of the air :  or, The aerial rivals",https://www.gutenberg.org//ebooks/74709,"Coxwell, Henry Tracey",1819,1900,,,,['Aeronautics -- Fiction'],English
566,The Gilded Age: A Tale of Today,https://www.gutenberg.org//ebooks/3178,"Warner, Charles Dudley",1829,1900,,,,"['Satire', 'Political fiction', 'Washington (D.C.) -- Fiction', 'Legislators -- Fiction', 'Speculation -- Fiction', 'Political corruption -- Fiction', 'Businessmen -- Fiction']",English
169,"The Birth of Tragedy; or, Hellenism and Pessimism",https://www.gutenberg.org//ebooks/51356,"Nietzsche, Friedrich Wilhelm",1844,1900,"Haussmann, William A.",,,"['Aesthetics', 'Music -- Philosophy and aesthetics', 'Tragedy', 'Greek drama (Tragedy) -- History and criticism -- Theory, etc.', 'Mythology, Greek, in literature', 'Tragic, The']",English
453,Also sprach Zarathustra: Ein Buch für Alle und Keinen (German),https://www.gutenberg.org//ebooks/7205,"Nietzsche, Friedrich Wilhelm",1844,1900,,,,"['Superman (Philosophical concept)', 'Philosophy, German']",German
924,The Dawn of Day,https://www.gutenberg.org//ebooks/39955,"Nietzsche, Friedrich Wilhelm",1844,1900,"Kennedy, J. M. (John McFarland)",,,"['Ethics', 'Prejudices']",English
960,Index of the Project Gutenberg Works of Friedrich Nietzsche,https://www.gutenberg.org//ebooks/58025,"Nietzsche, Friedrich Wilhelm",1844,1900,,,,['Indexes'],English
937,Os Maias: episodios da vida romantica (Portuguese),https://www.gutenberg.org//ebooks/40409,"Queirós, Eça de",1845,1900,,,,['Portugal -- Fiction'],Portuguese
23,The Picture of Dorian Gray,https://www.gutenberg.org//ebooks/174,"Wilde, Oscar",1854,1900,,,,"['Didactic fiction', 'Supernatural -- Fiction', 'Conduct of life -- Fiction', 'Portraits -- Fiction', 'Great Britain -- History -- Victoria, 1837-1901 -- Fiction', 'London (England) -- History -- 1800-1950 -- Fiction', 'Appearance (Philosophy) -- Fiction', 'Paranormal fiction']",English
25,The Importance of Being Earnest: A Trivial Comedy for Serious People,https://www.gutenberg.org//ebooks/844,"Wilde, Oscar",1854,1900,,,,"['Comedies', 'England -- Drama', 'Identity (Psychology) -- Drama', 'Foundlings -- Drama']",English
198,"Poems, with The Ballad of Reading Gaol",https://www.gutenberg.org//ebooks/1057,"Wilde, Oscar",1854,1900,,,,"['Poetry', 'Prisons -- Poetry']",English
208,De Profundis,https://www.gutenberg.org//ebooks/921,"Wilde, Oscar",1854,1900,,,,"['Wilde, Oscar, 1854-1900', 'Suffering', 'Grief', 'Imprisonment']",English
260,"The Happy Prince, and Other Tales",https://www.gutenberg.org//ebooks/902,"Wilde, Oscar",1854,1900,,,,"['Fairy tales', ""Children's stories, English"", 'Short stories, English']",English
327,The Picture of Dorian Gray,https://www.gutenberg.org//ebooks/4078,"Wilde, Oscar",1854,1900,,,,"['Didactic fiction', 'Supernatural -- Fiction', 'Conduct of life -- Fiction', 'Portraits -- Fiction', 'Great Britain -- History -- Victoria, 1837-1901 -- Fiction', 'London (England) -- History -- 1800-1950 -- Fiction', 'Appearance (Philosophy) -- Fiction', 'Paranormal fiction']",English
473,Lady Windermere's Fan,https://www.gutenberg.org//ebooks/790,"Wilde, Oscar",1854,1900,,,,"['Marriage -- Drama', 'Mothers and daughters -- Drama', 'Aristocracy (Social class) -- Drama']",English
494,An Ideal Husband,https://www.gutenberg.org//ebooks/885,"Wilde, Oscar",1854,1900,,,,"['Comedies', 'London (England) -- Drama']",English
495,The Canterville Ghost,https://www.gutenberg.org//ebooks/14522,"Wilde, Oscar",1854,1900,,,,"['England -- Fiction', 'Ghosts -- Fiction']",English
256,The Red Badge of Courage: An Episode of the American Civil War,https://www.gutenberg.org//ebooks/73,"Crane, Stephen",1871,1900,,,,"['Historical fiction', 'War stories', 'United States -- History -- Civil War, 1861-1865 -- Fiction', 'Virginia -- History -- Civil War, 1861-1865 -- Fiction', 'Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction']",English
522,The Open Boat and Other Stories,https://www.gutenberg.org//ebooks/45524,"Crane, Stephen",1871,1900,,,,"['Short stories, American', 'United States -- Social life and customs -- 19th century -- Fiction']",English
922,Maggie: A Girl of the Streets,https://www.gutenberg.org//ebooks/447,"Crane, Stephen",1871,1900,,,,"['New York (N.Y.) -- Fiction', 'Psychological fiction', 'Poor families -- Fiction', 'Poor women -- Fiction', 'Prostitutes -- Fiction', 'Suicide victims -- Fiction', 'Slums -- Fiction']",English
698,Little Lucy's Wonderful Globe,https://www.gutenberg.org//ebooks/26487,"Yonge, Charlotte M. (Charlotte Mary)",1823,1901,,,,"['Girls -- Juvenile fiction', 'National characteristics -- Juvenile fiction']",English
927,Heidi,https://www.gutenberg.org//ebooks/20781,"Spyri, Johanna",1827,1901,"Stork, Elisabeth P. (Elisabeth Pausinger)",,,"['Orphans -- Fiction', 'Grandfathers -- Fiction', 'Mountain life -- Switzerland -- Fiction', 'Switzerland -- History -- 19th century -- Fiction']",English
479,Language of Flowers,https://www.gutenberg.org//ebooks/31591,"Greenaway, Kate",1846,1901,,,,"['Flowers -- Poetry', 'Flower language']",English
614,The poor Count's Christmas,https://www.gutenberg.org//ebooks/74633,"Stockton, Frank R.",1834,1902,,,,"['Fairy tales', 'Christmas stories', 'Generosity -- Juvenile fiction']",English
576,"Erewhon; Or, Over the Range",https://www.gutenberg.org//ebooks/1906,"Butler, Samuel",1835,1902,,,,"['Satire', 'Utopias -- Fiction', 'Utopian fiction']",English
186,1001 задача для умственного счета (Russian),https://www.gutenberg.org//ebooks/16527,"Rachinskii, Sergei Aleksandrovich",1836,1902,,,,"['Word problems (Mathematics)', 'Mathematics -- Problems, exercises, etc.']",Russian
758,"The cats' Arabian nights, or, King Grimalkum",https://www.gutenberg.org//ebooks/69482,"Diaz, Abby Morton",1821,1904,,,,"['Fantasy literature', 'Animals -- Juvenile fiction', ""Children's stories"", 'Cruelty -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Pets -- Juvenile fiction', 'Human-animal relationships -- Juvenile fiction']",English
151,"The Awakening, and Selected Short Stories",https://www.gutenberg.org//ebooks/160,"Chopin, Kate",1850,1904,,,,"['Adultery -- Fiction', 'Women -- Louisiana -- New Orleans -- Social conditions -- Fiction', 'Self-actualization (Psychology) -- Fiction', 'New Orleans (La.) -- Fiction', 'Louisiana -- Social life and customs -- Fiction']",English
993,Kwaidan: Stories and Studies of Strange Things,https://www.gutenberg.org//ebooks/1210,"Hearn, Lafcadio",1850,1904,,,,"['Ghost stories', 'Paranormal fiction', 'Japan -- Social life and customs -- Fiction', 'Legends -- Japan']",English
191,The Sea-Gull,https://www.gutenberg.org//ebooks/1754,"Chekhov, Anton Pavlovich",1860,1904,,,,"['Russia -- Social life and customs -- Drama', 'Man-woman relationships -- Drama', 'Russian drama -- Translations into English', 'Authors, Russian -- 19th century -- Drama']",English
269,The Jewish State,https://www.gutenberg.org//ebooks/25282,"Herzl, Theodor",1860,1904,,,,"['Zionism', 'Herzl, Theodor, 1860-1904', 'Zionists -- Austria -- Biography']",English
311,Uncle Vanya: Scenes from Country Life in Four Acts,https://www.gutenberg.org//ebooks/1756,"Chekhov, Anton Pavlovich",1860,1904,,,,"['Russia -- Social life and customs -- Drama', 'Russian drama -- Translations into English', 'Country life -- Russia -- Drama', 'Families -- Russia -- Drama']",English
382,Project Gutenberg Compilation of Short Stories by Chekhov,https://www.gutenberg.org//ebooks/57333,"Chekhov, Anton Pavlovich",1860,1904,,,,"['Russia -- Social life and customs -- Fiction', 'Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English', 'Short stories, Russian -- Translations into English', 'Russian fiction -- Translations into English']",English
943,"The Schoolmistress, and Other Stories",https://www.gutenberg.org//ebooks/1732,"Chekhov, Anton Pavlovich",1860,1904,,,,"['Short stories', 'Russia -- Social life and customs -- Fiction', 'Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English']",English
790,The Princess and the Goblin,https://www.gutenberg.org//ebooks/708,"MacDonald, George",1824,1905,,,,"['Fantasy literature', 'Fairy tales', ""Children's stories"", 'Goblins -- Juvenile fiction', 'Princesses -- Juvenile fiction']",English
160,Twenty Thousand Leagues under the Sea,https://www.gutenberg.org//ebooks/164,"Verne, Jules",1828,1905,,,,"['Science fiction', 'Submarines (Ships) -- Fiction', 'Sea stories', 'Adventure stories', 'Underwater exploration -- Fiction']",English
244,Around the World in Eighty Days,https://www.gutenberg.org//ebooks/103,"Verne, Jules",1828,1905,,,,"['Adventure stories', 'Voyages around the world -- Fiction']",English
287,A Journey to the Centre of the Earth,https://www.gutenberg.org//ebooks/18857,"Verne, Jules",1828,1905,,,,"['Science fiction', 'Adventure stories', 'Earth (Planet) -- Core -- Fiction', 'Voyages, Imaginary -- Fiction']",English
707,The Mysterious Island,https://www.gutenberg.org//ebooks/1268,"Verne, Jules",1828,1905,,,,"['Science fiction', 'Adventure stories', 'Castaways -- Fiction', 'Islands of the Pacific -- Fiction']",English
783,Voyage au Centre de la Terre (French),https://www.gutenberg.org//ebooks/4791,"Verne, Jules",1828,1905,,,,"['Science fiction', 'Adventure stories', 'Earth (Planet) -- Core -- Fiction', 'Voyages, Imaginary -- Fiction']",French
840,L'île mystérieuse (French),https://www.gutenberg.org//ebooks/14287,"Verne, Jules",1828,1905,,,,"['Science fiction', 'Adventure stories', 'Castaways -- Fiction', 'Islands of the Pacific -- Fiction']",French
882,A Journey to the Center of the Earth,https://www.gutenberg.org//ebooks/19513,"Verne, Jules",1828,1905,,,,"['Science fiction', 'Adventure stories', 'Earth (Planet) -- Core -- Fiction', 'Voyages, Imaginary -- Fiction']",English
519,A voyage of discovery :  A novel of American society,https://www.gutenberg.org//ebooks/74650,"Aïdé, Hamilton",1826,1906,,,,"['Siblings -- Fiction', 'British -- United States -- Fiction', 'New York (N.Y.) -- Social life and customs -- 19th century -- Fiction', 'Transatlantic voyages -- Fiction', 'Boston (Mass.) -- Social life and customs -- 19th century -- Fiction']",English
12,A Doll's House : a play,https://www.gutenberg.org//ebooks/2542,"Ibsen, Henrik",1828,1906,,,,"['Marriage -- Drama', 'Man-woman relationships -- Drama', 'Norwegian drama -- Translations into English', 'Wives -- Drama']",English
829,Demonology and Devil-lore,https://www.gutenberg.org//ebooks/40686,"Conway, Moncure Daniel",1832,1907,,,,"['Mythology', 'Demonology']",English
616,Dom Casmurro (Portuguese),https://www.gutenberg.org//ebooks/55752,Machado de Assis,1839,1908,,,,"['Adultery -- Fiction', 'Authorship -- Fiction', 'Catholic Church -- Fiction', 'Reminiscing in old age -- Fiction']",Portuguese
838,"Principles of Orchestration, with Musical Examples Drawn from His Own Works",https://www.gutenberg.org//ebooks/33900,"Rimsky-Korsakov, Nikolay",1844,1908,"Agate, Edward",,,['Instrumentation and orchestration'],English
834,"A dangerous friend :  or, Tom's three months in London.",https://www.gutenberg.org//ebooks/74683,"Leslie, Emma",1838,1909,,,,"['Christian life -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'London (England) -- Juvenile fiction', 'Gambling -- Juvenile fiction']",English
419,"Frank Hardy's choice, and what came of it",https://www.gutenberg.org//ebooks/74651,"O'Brien, Charlotte Grace",1845,1909,,,,"['Christian life -- Juvenile fiction', 'England -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Temperance -- Juvenile fiction', 'Education -- Juvenile fiction', 'Villages -- Juvenile fiction']",English
179,Riders to the Sea,https://www.gutenberg.org//ebooks/994,"Synge, J. M. (John Millington)",1871,1909,,,,"['Ireland -- Drama', 'Mothers and sons -- Drama', 'Drowning victims -- Drama', 'Seafaring life -- Drama']",English
630,The Playboy of the Western World: A Comedy in Three Acts,https://www.gutenberg.org//ebooks/1240,"Synge, J. M. (John Millington)",1871,1909,,,,['Ireland -- Drama'],English
850,Детство (Russian),https://www.gutenberg.org//ebooks/19681,"Tolstoy, Leo, graf",1828,1910,,,,"['Autobiographical fiction', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Tolstoy, Leo, graf, 1828-1910 -- Childhood and youth -- Fiction', 'Russia -- History -- 1801-1917 -- Fiction']",Russian
533,"Life in the Iron-Mills; Or, The Korl Woman",https://www.gutenberg.org//ebooks/876,"Davis, Rebecca Harding",1831,1910,,,,"['Women iron and steel workers -- Fiction', 'Feminism -- Fiction']",English
30,Adventures of Huckleberry Finn,https://www.gutenberg.org//ebooks/76,"Twain, Mark",1835,1910,,,,"['Humorous stories', 'Bildungsromans', 'Boys -- Fiction', 'Male friendship -- Fiction', 'Adventure stories', 'Missouri -- Fiction', 'Race relations -- Fiction', 'Runaway children -- Fiction', 'Finn, Huckleberry (Fictitious character) -- Fiction', 'Fugitive slaves -- Fiction', 'Mississippi River -- Fiction']",English
61,"The Adventures of Tom Sawyer, Complete",https://www.gutenberg.org//ebooks/74,"Twain, Mark",1835,1910,,,,"['Humorous stories', 'Bildungsromans', 'Boys -- Fiction', 'Male friendship -- Fiction', 'Adventure stories', 'Missouri -- Fiction', 'Sawyer, Tom (Fictitious character) -- Fiction', 'Child witnesses -- Fiction', 'Runaway children -- Fiction', 'Mississippi River Valley -- Fiction']",English
159,The Prince and the Pauper,https://www.gutenberg.org//ebooks/1837,"Twain, Mark",1835,1910,,,,"['Historical fiction', 'London (England) -- Fiction', 'Impostors and imposture -- Fiction', 'Boys -- Fiction', 'Social classes -- Fiction', 'Princes -- Fiction', 'Edward VI, King of England, 1537-1553 -- Fiction', 'Poor children -- Fiction', 'Lookalikes -- Fiction']",English
214,A Connecticut Yankee in King Arthur's Court,https://www.gutenberg.org//ebooks/86,"Twain, Mark",1835,1910,,,,"['Fantasy fiction', 'Satire', 'Knights and knighthood -- Fiction', 'Arthurian romances -- Adaptations', 'Time travel -- Fiction', 'Americans -- Great Britain -- Fiction', 'Kings and rulers -- Fiction', 'Britons -- Fiction']",English
215,The Innocents Abroad,https://www.gutenberg.org//ebooks/3176,"Twain, Mark",1835,1910,,,,"['Middle East -- Description and travel', 'Voyages and travels', 'Europe -- Description and travel']",English
233,Life on the Mississippi,https://www.gutenberg.org//ebooks/245,"Twain, Mark",1835,1910,,,,"['Mississippi River -- Description and travel', 'Mississippi River Valley -- Social life and customs -- 19th century', 'Authors, American -- 19th century -- Biography', 'Pilots and pilotage -- Mississippi River', 'Twain, Mark, 1835-1910 -- Travel -- Mississippi River']",English
344,"The Mysterious Stranger, and Other Stories",https://www.gutenberg.org//ebooks/3186,"Twain, Mark",1835,1910,,,,"['Short stories', 'Humorous stories, American', 'United States -- Social life and customs -- 19th century -- Fiction']",English
541,Roughing It,https://www.gutenberg.org//ebooks/3177,"Twain, Mark",1835,1910,,,,"['West (U.S.) -- Description and travel', 'Hawaii -- Description and travel', 'Twain, Mark, 1835-1910 -- Travel -- West (U.S.)', 'Authors, American -- Homes and haunts -- West (U.S.)', 'West (U.S.) -- Intellectual life -- 19th century']",English
578,The Tragedy of Pudd'nhead Wilson,https://www.gutenberg.org//ebooks/102,"Twain, Mark",1835,1910,,,,"['Impostors and imposture -- Fiction', 'Missouri -- Fiction', 'Trials (Murder) -- Fiction', 'Legal stories', 'Race relations -- Fiction', 'Infants switched at birth -- Fiction', 'Passing (Identity) -- Fiction']",English
599,"Eve's Diary, Complete",https://www.gutenberg.org//ebooks/8525,"Twain, Mark",1835,1910,,,,"['Humorous stories', 'Diary fiction', 'Bible. Genesis -- History of Biblical events -- Fiction', 'Eve (Biblical figure) -- Fiction']",English
794,A Dog's Tale,https://www.gutenberg.org//ebooks/3174,"Twain, Mark",1835,1910,,,,['Dogs -- Fiction'],English
814,Following the Equator: A Journey Around the World,https://www.gutenberg.org//ebooks/2895,"Twain, Mark",1835,1910,,,,"['Voyages around the world', 'Twain, Mark, 1835-1910 -- Travel', 'Equator -- Description and travel']",English
819,Fenimore Cooper's Literary Offences,https://www.gutenberg.org//ebooks/3172,"Twain, Mark",1835,1910,,,,"['American literature -- History and criticism -- Theory, etc.', 'National characteristics, American, in literature', 'Literature and society -- United States', 'United States -- Civilization', 'Criticism -- United States']",English
887,A Tramp Abroad,https://www.gutenberg.org//ebooks/119,"Twain, Mark",1835,1910,,,,"['Humorous stories', 'Europe -- Fiction', 'Americans -- Europe -- Fiction', 'Walking -- Fiction']",English
379,"The Will to Believe, and Other Essays in Popular Philosophy",https://www.gutenberg.org//ebooks/26659,"James, William",1842,1910,,,,"['Essays', 'Philosophy', 'Belief and doubt']",English
412,Pragmatism: A New Name for Some Old Ways of Thinking,https://www.gutenberg.org//ebooks/5116,"James, William",1842,1910,,,,['Pragmatism'],English
791,"The Principles of Psychology, Volume 1 (of 2)",https://www.gutenberg.org//ebooks/57628,"James, William",1842,1910,,,,['Psychology'],English
900,The Varieties of Religious Experience: A Study in Human Nature,https://www.gutenberg.org//ebooks/621,"James, William",1842,1910,,,,"['Religion', 'Psychology, Religious', 'Philosophy and religion', 'Conversion', 'Experience (Religion)']",English
289,The Gift of the Magi,https://www.gutenberg.org//ebooks/7256,"Henry, O.",1862,1910,,,,"['Short stories', 'Christmas stories', 'Gifts -- Fiction']",English
370,九命奇冤 (Chinese),https://www.gutenberg.org//ebooks/24113,"Wu, Jianren",1866,1910,,,,"['Chinese fiction -- Qing dynasty, 1644-1912', 'Short stories, Chinese']",Chinese
418,The Merry Adventures of Robin Hood,https://www.gutenberg.org//ebooks/10148,"Pyle, Howard",1853,1911,,,,"['Folklore -- England', 'Robin Hood (Legendary character) -- Legends']",English
811,The Science of Getting Rich,https://www.gutenberg.org//ebooks/59844,"Wattles, W. D.",1860,1911,,,,"['Success', 'New Thought', 'Wealth']",English
267,A Concise Dictionary of Middle English from A.D. 1150 to 1580,https://www.gutenberg.org//ebooks/10625,"Skeat, Walter W. (Walter William)",1835,1912,,,,"['English language -- Middle English, 1100-1500 -- Dictionaries']",English
988,Some Jewish Witnesses For Christ,https://www.gutenberg.org//ebooks/37734,"Bernstein, Aaron",1841,1912,,,,"['Christian converts from Judaism -- Biography', 'Missions to Jews']",English
564,The Arabian Nights Entertainments,https://www.gutenberg.org//ebooks/128,"Lang, Andrew",1844,1912,,,,"['Fairy tales', ""Children's stories"", 'Arabs -- Folklore', 'Folklore -- Arab countries', 'Tales -- Arab countries', 'Fairy tales -- Arab countries']",English
613,The Blue Fairy Book,https://www.gutenberg.org//ebooks/503,"Lang, Andrew",1844,1912,,,,"['Fairy tales', 'Folklore']",English
26,Dracula,https://www.gutenberg.org//ebooks/345,"Stoker, Bram",1847,1912,,,,"['Horror tales', 'Epistolary fiction', 'Gothic fiction', 'Vampires -- Fiction', 'Dracula, Count (Fictitious character) -- Fiction', 'Transylvania (Romania) -- Fiction', 'Whitby (England) -- Fiction']",English
491,Dracula's Guest,https://www.gutenberg.org//ebooks/10150,"Stoker, Bram",1847,1912,,,,"['Short stories', 'Horror tales', 'Gothic fiction']",English
722,Dracula,https://www.gutenberg.org//ebooks/45839,"Stoker, Bram",1847,1912,,,,"['Horror tales', 'Epistolary fiction', 'Gothic fiction', 'Vampires -- Fiction', 'Dracula, Count (Fictitious character) -- Fiction', 'Transylvania (Romania) -- Fiction', 'Whitby (England) -- Fiction']",English
759,Dracula,https://www.gutenberg.org//ebooks/19797,"Stoker, Bram",1847,1912,,,,"['Horror tales', 'Epistolary fiction', 'Gothic fiction', 'Vampires -- Fiction', 'Dracula, Count (Fictitious character) -- Fiction', 'Transylvania (Romania) -- Fiction', 'Whitby (England) -- Fiction']",English
626,The Private Life of the Romans,https://www.gutenberg.org//ebooks/40549,"Johnston, Harold Whetstone",1859,1912,,,,['Rome -- Social life and customs'],English
500,As a man thinketh,https://www.gutenberg.org//ebooks/4507,"Allen, James",1864,1912,,,,"['Conduct of life', 'New Thought']",English
782,"The Oriental Rug",https://www.gutenberg.org//ebooks/33144,"Ellwanger, William De Lancey",1854,1913,,,,"['Collectors and collecting', 'Rugs, Oriental', 'Carpets']",English
321,The Tenniel Illustrations for Carroll's Alice in Wonderland,https://www.gutenberg.org//ebooks/114,"Tenniel, John",1820,1914,,,,"['Fantasy fiction', ""Children's stories""]",English
